map#	urban_packing	rural_packing	college_degree_packing	income_packing	poverty_packing	minority_packing	repub_packing	dem_packing	compactness	minority_wins	dem_wins
3950	0.2378288456	0.2900519531	0.617226556	0.5067409158	0.4147564147	0.256565592	0.318533393	0.3137671866	0.3722838622	12	41
3951	0.6037154037	0.5453920457	0.3122190296	0.5965838701	0.4323900951	0.1984072802	0.3640764683	0.3884949091	0.3668896669	12	41
3952	0.7073509259	0.6391550345	0.6412887312	0.5724142188	0.4921000911	0.5177468679	0.4206410068	0.4513074953	0.3574093399	13	39
3953	0.5395842765	0.4840230759	0.4738410229	0.4872751838	0.4583479723	0.4495036015	0.2785578588	0.2912925597	0.4734388831	12	40
3954	0.3405165813	0.255475079	0.5220605641	0.4981047371	0.3501700585	0.5315127406	0.3291957403	0.3537693306	0.4517488002	13	39
3955	0.4692702569	0.4212456671	0.5396434637	0.6053996098	0.5222438077	0.4041993095	0.3936296423	0.4025035681	0.2868866286	14	42
3956	0.4505067892	0.4085331226	0.3739771998	0.6672565065	0.844153448	0.8905972122	0.7886367036	0.8036182599	0.1993925587	12	39
3957	0.3465833074	0.332749554	0.6851577244	0.5327141298	0.5981307165	0.650197144	0.5539372219	0.5510791947	0.4049728128	14	39
3958	0.4093740119	0.3851046862	0.5575498003	0.5851516929	0.5993423675	0.5068066759	0.5766971141	0.5763438093	0.5256903052	14	39
3959	0.1154392789	0.0811275304	0.3422206206	0.5312451892	0.529238656	0.3414501184	0.3386201505	0.3457585359	0.3559042921	12	40
3960	0.5632203274	0.5047717969	0.4949823953	0.4619588779	0.6425213225	0.5118276293	0.5898712679	0.5997439115	0.3857083128	13	42
3961	0.2775107451	0.2045046127	0.4341399271	0.5253995378	0.1589178296	0.2012939008	0.1271883869	0.1363653164	0.29988421	12	40
3962	0.2486225581	0.2497720255	0.8305438023	0.5315530377	0.6444189156	0.4203280161	0.3524532504	0.3645918015	0.2098900612	12	36
3963	0.5695327768	0.5434941709	0.4978808167	0.5240479735	0.6093912526	0.5423348145	0.5940171009	0.609129327	0.4670944658	12	41
3964	0.5402141953	0.530652273	0.4531070646	0.3176656332	0.4820066909	0.5797946231	0.3880915058	0.4242154514	0.5731193819	12	40
3965	0.7345764322	0.6126497191	0.5161495093	0.6538564072	0.7504848094	0.8486363608	0.7663997458	0.797810772	0.3526558985	13	40
3966	0.2532020413	0.1496357597	0.7189694296	0.6361567443	0.7091933213	0.551165019	0.6284716024	0.6293462113	0.3417323629	11	40
3967	0.6791009254	0.6821691617	0.6195634382	0.7069357563	0.6227587444	0.6585988985	0.5906133233	0.6113843716	0.5633821715	13	38
3968	0.3326444991	0.4328344211	0.573865432	0.4763891385	0.3103347731	0.5163871227	0.3659971903	0.3844200804	0.3933368206	13	41
3969	0.4891970478	0.4673123149	0.729051725	0.7172276114	0.7092382153	0.7509027814	0.6906659427	0.711867849	0.4244576392	12	40
3970	0.403939491	0.4958000893	0.6358723147	0.4089178513	0.604292588	0.4486191743	0.480325968	0.4663198461	0.43188336	12	40
3971	0.5260307695	0.5397738872	0.4639150125	0.5271915388	0.4698366513	0.4219432904	0.4226232078	0.4376120278	0.3488580573	12	38
3972	0.4749980757	0.495953172	0.6904820996	0.5961891932	0.5913993862	0.4988798972	0.6205969538	0.6413958468	0.432923083	14	40
3973	0.8083715328	0.702781548	0.5786145259	0.7174656769	0.7902297925	0.657853953	0.5023592973	0.5408430323	0.4397641881	12	40
3974	0.358428209	0.2318671405	0.5880262112	0.5384334871	0.4553062636	0.3687446821	0.2389536344	0.2652689607	0.3270129724	12	38
3975	0.2974777162	0.3101430591	0.464580379	0.6158100334	0.5660739989	0.7107958349	0.5387020719	0.5540254159	0.2747874985	14	42
3976	0.8293188781	0.7333556208	0.6422800468	0.6864971055	0.7155048893	0.884796091	0.9401297175	0.9705352694	0.3838058913	13	40
3977	0.3299315533	0.3323660508	0.4166054263	0.5889400959	0.5663198622	0.7140633234	0.6473419702	0.6499011931	0.3963127874	12	42
3978	0.294357931	0.3856656568	0.5451831311	0.5101992644	0.7037614772	0.3291682544	0.5395559274	0.5348585901	0.6160713577	12	42
3979	0.6363131737	0.5752266162	0.5143779703	0.6425270318	0.7927867554	0.5373032551	0.6403622533	0.6470497257	0.3968399821	12	42
3980	0.4622107721	0.5518761539	0.6300904601	0.8547097817	0.7265890567	0.7313235102	0.673047419	0.6963911041	0.5506744437	12	40
3981	0.3827793677	0.4517010391	0.6323876607	0.6010504517	0.7597697849	0.5230705741	0.4347106389	0.426106019	0.4677436769	13	42
3982	0.6203782067	0.5980137963	0.5631266233	0.6426921078	0.5926780197	0.5886678235	0.4190111588	0.4450382508	0.4709477802	12	38
3983	0.5767378861	0.6106264624	0.5270890328	0.513033544	0.5336073587	0.4988804172	0.5542675195	0.5537778828	0.376017575	13	43
3984	0.4319574674	0.3874249468	0.636764747	0.7545692006	0.7122635494	0.5761828207	0.6028190221	0.6355117122	0.4804346568	11	40
3985	0.6352014639	0.642816071	0.5787063115	0.6981419383	0.653665651	0.5942167585	0.6717927839	0.6694798996	0.4718125617	12	41
3986	0.3604462457	0.3220005471	0.5922448441	0.6516758036	0.6237188549	0.5581801523	0.577161123	0.6062327312	0.2607708097	12	41
3987	0.751959477	0.6950956008	0.666771601	0.4924949669	0.4887542789	0.3976811942	0.4320096919	0.465184316	0.2686517697	12	40
3988	0.6516587758	0.5708194768	0.4882913317	0.4076065377	0.3344180139	0.4889028079	0.2986210056	0.3097641357	0.4795905785	12	40
3989	0.4713991521	0.5852433494	0.5852542336	0.5552566656	0.8041351534	0.5626012691	0.6746006363	0.6753643638	0.3290870662	13	41
3990	0.2373357133	0.33258292	0.5150291013	0.5322067468	0.3689368731	0.3038013557	0.2850820601	0.2752411603	0.157861112	13	41
3991	0.5058669534	0.4371825713	0.4936757166	0.5547084811	0.6267273746	0.5251628784	0.5136642772	0.5142107618	0.3441177898	12	40
3992	0.4611845337	0.3932266308	0.6282781575	0.6867823945	0.635711877	0.4549894369	0.3263479817	0.3337373768	0.5841625497	13	43
3993	0.2194250355	0.1681124326	0.6209351582	0.4821709569	0.4223115083	0.2024021669	0.1507981292	0.1634281509	0.4751640193	12	38
3994	0.4282537053	0.3827747994	0.6271120127	0.5423288856	0.6391697125	0.4911686239	0.4591043471	0.47343602	0.4539014266	12	39
3995	0.5449594292	0.6240613226	0.5985440028	0.8000862585	0.7415427468	0.6642290563	0.6359354219	0.638240439	0.3039296966	12	42
3996	0.675960404	0.7747303797	0.6534905058	0.6195722665	0.709357698	0.901574735	0.8237849622	0.8192433417	0.2964730769	11	41
3997	0.497752405	0.5743813619	0.6758233585	0.8713675067	0.8888485651	0.6882151054	0.7426964531	0.7346662537	0.6889817077	14	41
3998	0.5144501976	0.4454009957	0.4638866668	0.3419024481	0.5047274578	0.4288153931	0.2627050916	0.27977645	0.5906139605	12	39
3999	0.3457312278	0.3072128657	0.345599116	0.5160521191	0.4730733466	0.4012905175	0.5645996677	0.5544878291	0.329997629	12	42
4000	0.6090866636	0.6256534223	0.5756849764	0.5610159487	0.6008760308	0.6430933361	0.6085039056	0.6274802735	0.2765709821	11	40
4001	0.2190830976	0.2251258242	0.6383875226	0.6614165344	0.6224750856	0.559261088	0.5332168692	0.549025615	0.7086571824	12	39
4002	0.6084007333	0.5367311386	0.538692295	0.6837739864	0.6487099085	0.6587976049	0.5978431201	0.6076431264	0.3995073612	14	40
4003	0.5570005065	0.471333435	0.3912493252	0.5067179918	0.58314128	0.5357209262	0.4510758851	0.4788127671	0.2920668362	11	39
4004	0.650700917	0.7221423087	0.5135140374	0.5926590588	0.6995139823	0.6776082204	0.7720418213	0.7658195037	0.6412469096	13	41
4005	0.6729228623	0.619566037	0.4948763002	0.6859337397	0.8263116403	0.7772699542	0.6500767626	0.6681707173	0.3397903122	11	39
4006	0.4763762942	0.391316845	0.5493929852	0.695394106	0.5712560452	0.4098909772	0.5077940993	0.5164422696	0.3873425306	12	38
4007	0.283838504	0.2259923328	0.2152371839	0.4228093671	0.2339250909	0.3374010573	0.3087674222	0.3286123856	0.4619728693	12	41
4008	0.4048313381	0.4645099292	0.5483526632	0.5984387855	0.6668229988	0.579208326	0.5693961474	0.5688891566	0.733813773	11	39
4009	0.3194310819	0.2576318381	0.5952284314	0.6481000565	0.6185242663	0.3447444382	0.3559076988	0.3514342868	0.3388049253	12	41
4010	0.4069378084	0.400194878	0.4261296981	0.6302786765	0.55303991	0.3768166462	0.3773995023	0.3860799283	0.4236370613	12	41
4011	0.2797505245	0.2282468495	0.645200878	0.6734751939	0.7053194352	0.5288064813	0.3808279494	0.3812824386	0.4747238817	12	39
4012	0.6983358651	0.6860527903	0.2517157089	0.5286888446	0.5730625378	0.56046596	0.7002917364	0.7033168544	0.3764758096	13	41
4013	0.4869899464	0.5480729897	0.5619523354	0.6000339941	0.5618117597	0.7468471059	0.6810812774	0.690188781	0.4934824154	13	43
4014	0.2646580968	0.2433351027	0.1551796033	0.2761299191	0.2358409926	0.2882153	0.3153373241	0.3117917019	0.3651080793	13	41
4015	0.5730174939	0.5368814017	0.7532924266	0.6922809765	0.7773559147	0.5520645887	0.5771374241	0.5981583795	0.3100455377	12	39
4016	0.3759933738	0.4069665541	0.3034647898	0.453602424	0.3425014084	0.2722565994	0.2531262981	0.2543614785	0.2077806109	12	40
4017	0.4063110641	0.4711867187	0.6475781373	0.534748835	0.6833701415	0.5464517916	0.4284464736	0.434354668	0.4594501792	11	40
4018	0.531259607	0.4719094518	0.4969788074	0.5329604683	0.6658131897	0.5441349639	0.429843121	0.4585195495	0.3410860972	13	37
4019	0.3654957228	0.2983424524	0.5640013189	0.7020120777	0.8602413675	0.5633660642	0.4901436718	0.53914769	0.4431662238	12	40
4020	0.5241412079	0.4494881772	0.5204125016	0.713396662	0.6342115281	0.760467132	0.7164192631	0.746039443	0.5281639197	12	41
4021	0.633375818	0.6080009883	0.6262275907	0.7470527859	0.7496076316	0.7917471678	0.6132320507	0.6218893481	0.3383145996	13	42
4022	0.4346788228	0.3035574392	0.3560965249	0.5086624679	0.5922850122	0.3714797098	0.4730315426	0.4853779003	0.4157865621	12	39
4023	0.4716143266	0.4394436401	0.5949382435	0.4804912108	0.5428536067	0.4286116028	0.5093327493	0.4916091502	0.4742200879	12	40
4024	0.2468920305	0.2596608325	0.5274315293	0.581612261	0.4961979102	0.4463494838	0.3402394954	0.3540014375	0.466147328	12	39
4025	0.599140087	0.3274985229	0.4431377028	0.4731531065	0.5315132797	0.1921957049	0.2230475947	0.2451709691	0.0911611053	11	42
4026	0.338459484	0.4240935982	0.3855380146	0.5768877845	0.6941190624	0.7829235378	0.588042667	0.6102055737	0.653627288	12	39
4027	0.4506735661	0.4161510185	0.332913499	0.4693590348	0.5234082516	0.6541715863	0.6298262627	0.6599310344	0.7145726766	12	39
4028	0.7264845953	0.6009465946	0.4335200545	0.4932343299	0.4199663636	0.6407303194	0.4657961353	0.5231577848	0.0592875225	12	37
4029	0.5353720659	0.5958703285	0.2925664059	0.5359723826	0.5708713207	0.6149805191	0.6059136557	0.6263402364	0.3120126364	12	40
4030	0.4422476549	0.3864976987	0.4191313549	0.4807651114	0.5113276074	0.4971458131	0.4661561815	0.4742098973	0.3156599592	13	41
4031	0.3173131304	0.4149233853	0.5445058948	0.6356024982	0.66532996	0.5470108736	0.5484081131	0.5455966409	0.588122051	11	37
4032	0.6024719046	0.6148690783	0.3464534892	0.6557848689	0.4522118042	0.5365618661	0.4731607253	0.485140914	0.4083135319	12	40
4033	0.4382922322	0.3014601492	0.4971884613	0.5671911103	0.6853827457	0.3807222268	0.4287862891	0.4314166747	0.5275673549	11	41
4034	0.5646050635	0.5209436469	0.8751358897	0.6155421599	0.6070344775	0.5778307903	0.5601593328	0.5680099824	0.3619966239	13	40
4035	0.5495803697	0.551405556	0.3491847351	0.5692705782	0.6868487897	0.7653392606	0.7837968355	0.7650972749	0.5592046258	12	38
4036	0.4003783769	0.4398972312	0.6364075345	0.5822239631	0.7380242673	0.5480747912	0.3994785038	0.412842355	0.5551858498	13	41
4037	0.6676340165	0.6554823413	0.379508735	0.4440677104	0.3890869769	0.4317133417	0.4942781912	0.5149928684	0.3252277021	14	41
4038	0.4504865262	0.3601938373	0.6962762225	0.6704820334	0.6133743638	0.5146705785	0.4952072289	0.4964629664	0.194807842	12	42
4039	0.23152931	0.263729567	0.5604253802	0.4879243114	0.4926173897	0.5945036922	0.5300357166	0.5312732029	0.361515514	13	41
4040	0.2733790614	0.1891567239	0.3701565707	0.4144170435	0.4440593761	0.5587929046	0.3923093821	0.4105075867	0.4756225506	12	39
4041	0.198380652	0.2041465144	0.6314961803	0.6933372365	0.6440398356	0.5762431768	0.589594578	0.5812091741	0.448500713	13	38
4042	0.3819291278	0.4413547463	0.6384635505	0.6077730496	0.5618803265	0.7359589705	0.6688804762	0.6604356533	0.3353659932	10	42
4043	0.4938536192	0.427583397	0.3304061376	0.5244837763	0.4606323317	0.5009904899	0.5605194109	0.5586985264	0.2427700162	13	41
4044	0.2990510129	0.3063502305	0.3902614207	0.5006845928	0.4365224146	0.5294219139	0.5593352526	0.5610594907	0.2256767724	12	42
4045	0.5112464253	0.4252862643	0.6385294894	0.6027014461	0.5925270924	0.7339760315	0.6515101079	0.6510965707	0.3249236047	13	41
4046	0.4684256804	0.3131672832	0.5277005322	0.5412701371	0.4166930824	0.4085412729	0.3267353537	0.335865565	0.3997962814	15	39
4047	0.2435470819	0.2999251005	0.637184219	0.5931418518	0.5556373223	0.4762991053	0.5470445669	0.5760233745	0.4488748764	13	40
4048	0.5298851462	0.5877835458	0.5490734415	0.5786662215	0.5590551242	0.4149992345	0.7101350747	0.6886617948	0.4778116363	11	42
4049	0.3297964465	0.2759919795	0.6569806021	0.7357107616	0.5940366145	0.5191335139	0.5011108008	0.5430095612	0.4114010759	12	40
4050	0.8028342148	0.787123611	0.4909677232	0.7498745953	0.8582201309	0.7821300004	0.8443046653	0.835578107	0.4507103617	12	41
4051	0.5064713372	0.6299872687	0.670005171	0.6495066285	0.7653458511	0.548179811	0.4961288741	0.5158071645	0.3693045378	12	41
4052	0.3655789189	0.3474253837	0.5559825497	0.7808734557	0.8140452368	0.9069745301	0.8120232387	0.8395508856	0.6167146048	12	41
4053	0.5258216435	0.3797929401	0.6276006814	0.4023436118	0.4222953367	0.5025611534	0.4550973949	0.4448408338	0.0187248912	13	41
4054	0.452827889	0.4593134733	0.6660086897	0.5128851995	0.5166110571	0.4574239367	0.4332770164	0.4535547772	0.2930339345	13	38
4055	0.390459426	0.4149813945	0.4273395156	0.5838024026	0.4776981628	0.5951323496	0.4304874052	0.4559825344	0.256509931	12	39
4056	0.4145905207	0.4115357456	0.6537537766	0.3379749953	0.4494919516	0.1896591479	0.302294996	0.3038476489	0.5295830996	13	39
4057	0.1726194409	0.2371048535	0.3915705269	0.5262974945	0.5292030837	0.4475660435	0.4314842963	0.4291217826	0.4388344152	11	41
4058	0.6708328179	0.6326820791	0.5340001032	0.6690911627	0.4165423686	0.3426576816	0.2474282568	0.2644119063	0.5351197282	13	42
4059	0.740016842	0.7167612604	0.2992026786	0.4448058677	0.2806858604	0.4561416374	0.3819774037	0.4101864596	0.3671163646	12	40
4060	0.5595203121	0.5278142803	0.3885835578	0.547625937	0.5360177599	0.5396086407	0.5344183902	0.5379514343	0.3240314909	14	39
4061	0.6832539828	0.5972578489	0.7612850145	0.6231294931	0.6030173228	0.475271226	0.6150510975	0.6051657866	0.259423518	14	39
4062	0.5242380975	0.450896902	0.7595353762	0.5408625865	0.5756881294	0.5841395455	0.4916149858	0.5103354025	0.491712557	11	40
4063	0.4212930344	0.4722847429	0.6811565928	0.6411556373	0.7116317581	0.5983725604	0.6095387866	0.6185412685	0.5229029748	12	38
4064	0.5270293377	0.49441126	0.5772765105	0.4860063505	0.5306454354	0.4676878828	0.4601626468	0.4686800464	0.3227752662	12	41
4065	0.460603371	0.4306733128	0.7032440489	0.5890004223	0.582141182	0.5450629197	0.4892330638	0.5230177921	0.4938283147	11	39
4066	0.3930796665	0.37001699	0.2613008175	0.379057873	0.5698269678	0.4456422263	0.414226629	0.4307268172	0.4250511451	11	42
4067	0.4662176106	0.4224625826	0.382557041	0.4991167571	0.5761728016	0.5495954096	0.5643542583	0.5780010819	0.3154746281	13	41
4068	0.5525891167	0.5533610264	0.7668959787	0.7607439963	0.7708472349	0.4825875183	0.4629285037	0.4467138919	0.3087608182	13	40
4069	0.7215628886	0.6903797802	0.415223551	0.5658650016	0.5838232341	0.7059886297	0.6278994349	0.6549309353	0.3694076616	12	38
4070	0.4804083877	0.3646203115	0.5442838584	0.794825724	0.8453349636	0.3889288399	0.6141276516	0.6469133711	0.6094364949	13	41
4071	0.3593462081	0.4317055011	0.4647205037	0.7249042757	0.8304082238	0.6919359639	0.6412497084	0.6443629831	0.3622085399	12	38
4072	0.614695434	0.6710893039	0.5038299066	0.5729229826	0.8653378671	0.7901471433	0.7897221685	0.7931437116	0.2116830009	12	40
4073	0.2899411427	0.1720739819	0.7543838953	0.6029701674	0.6206685736	0.5713603643	0.4490287514	0.4757277693	0.3971754329	12	41
4074	0.5385700798	0.5901397065	0.9120994953	0.5491771408	0.5570375304	0.4156046993	0.4753644909	0.4844380876	0.2814245747	11	41
4075	0.3848740102	0.3568527959	0.3431668922	0.6261062915	0.8767295642	0.6844999326	0.7344324665	0.7382240311	0.5874521278	14	41
4076	0.4929711827	0.5112273888	0.6401821349	0.6864044776	0.6071266476	0.4388927721	0.5778009244	0.5759404909	0.5036684871	12	41
4077	0.4867144637	0.5043283739	0.3591115293	0.4446459416	0.3696375246	0.4706562639	0.5061279783	0.537855317	0.3625067754	13	39
4078	0.1160248448	0.1944622176	0.3028734724	0.4927683439	0.4700501086	0.4084361682	0.4383488994	0.4329761398	0.1579362015	13	38
4079	0.4444946969	0.3700338565	0.6879523687	0.7931373985	0.730337881	0.6710619676	0.549594161	0.5455773465	0.5151869493	12	41
4080	0.5594461208	0.6410077649	0.2803791104	0.3469782006	0.3300343941	0.2721221053	0.4744274202	0.474572048	0.4925872366	13	41
4081	0.4732640479	0.3999700298	0.5651288519	0.6335124225	0.7723030077	0.6933874539	0.5798690369	0.588903808	0.337606115	11	40
4082	0.55566867	0.5598724302	0.7451889367	0.5747396578	0.4345026229	0.3794603913	0.4139794989	0.4385134853	0.4895837427	12	41
4083	0.3682770058	0.2973405636	0.2733786375	0.3896448853	0.2648447148	0.3496647933	0.2896720776	0.3330497699	0.4669786831	12	42
4084	0.4867216602	0.3740780008	0.2702090469	0.2329001112	0.3955312403	0.4331321561	0.4345922211	0.444705822	0.2807443697	13	40
4085	0.6103165783	0.6569588567	0.1583781521	0.3008419217	0.426490926	0.3710680026	0.2342781484	0.2554990219	0.0724521403	13	37
4086	0.6341525077	0.6451323331	0.3362436068	0.5098229811	0.7447066514	0.5374365953	0.4913905815	0.5005185054	0.3715477258	13	40
4087	0.419420999	0.3546592408	0.5462437923	0.598046397	0.5753980721	0.4314662402	0.4146556316	0.4513150114	0.3922016939	13	38
4088	0.3657812122	0.3604199849	0.5591006198	0.5132398208	0.5516951567	0.4161918117	0.423805544	0.4251131456	0.4956726946	12	40
4089	0.4015298884	0.326445418	0.6353700446	0.6304536574	0.7711122867	0.6986396629	0.5538709849	0.5783785053	0.3802324605	12	40
4090	0.6418950074	0.6577239407	0.6844010425	0.5876941488	0.6213378948	0.5620309287	0.4679327418	0.472703949	0.3625353693	11	40
4091	0.3800690901	0.476233011	0.3528560308	0.559629385	0.7341296768	0.521563632	0.5773423511	0.5736790639	0.4453117666	13	39
4092	0.2886062532	0.2928846623	0.5447673508	0.5811197649	0.4483585702	0.4071492867	0.32528934	0.3508849401	0.3792606699	11	41
4093	0.4841328791	0.5270785944	0.3617525255	0.6241112505	0.6851771252	0.696788799	0.7473882281	0.7613874398	0.397622247	13	39
4094	0.7346333538	0.6032634118	0.377667443	0.5128942831	0.7244166703	0.7607932504	0.6418236306	0.6675963452	0.5117062621	11	40
4095	0.2531320475	0.2514302174	0.712229102	0.6187783796	0.4931852751	0.6358406868	0.4834262904	0.4938817665	0.4620166489	13	39
4096	0.6710550315	0.5935831915	0.2972348271	0.4518056818	0.4031242665	0.2393461242	0.3478774355	0.3567951598	0.4651758654	13	41
4097	0.9112758737	0.7734143321	0.5856652625	0.8292786072	0.8398055972	0.8611858949	0.7896018431	0.7911651878	0.7763730252	13	39
4098	0.2694030041	0.1235419042	0.2713468164	0.5229444832	0.5133144018	0.5119020679	0.4542983156	0.483554957	0.5195038231	12	41
4099	0.5152417926	0.6018544164	0.6017615826	0.7308301044	0.7929509474	0.6283413565	0.5475604257	0.566575185	0.4815192764	11	42
4100	0.4575836178	0.4189209619	0.3656716021	0.6586429311	0.8047220706	0.5420394309	0.534178238	0.5517178846	0.4271724669	12	40
4101	0.7218528291	0.6276628768	0.3318019125	0.6078042858	0.742329463	0.6607893866	0.5456257907	0.5425833346	0.4078172942	14	40
4102	0.370873301	0.3082796593	0.2980527886	0.3202673655	0.3963127558	0.2764071904	0.3735742615	0.3745894189	0.4566429677	13	39
4103	0.514071462	0.5019521453	0.6212376968	0.6266774594	0.5040278553	0.5902604098	0.6596198071	0.6753880521	0.4654444972	12	38
4104	0.6360838521	0.6935671847	0.8366727874	0.696894633	0.4914694367	0.4647326306	0.4297013848	0.4242292829	0.487207801	11	40
4105	0.3653812032	0.3439909558	0.4053022328	0.6912044947	0.707185006	0.5645067529	0.4926844215	0.5022002814	0.5750769129	12	40
4106	0.4029645637	0.3002230923	0.5149970633	0.4625098574	0.6653407752	0.6430791412	0.6846101543	0.6955581095	0.5107249669	13	42
4107	0.3585854853	0.3340922183	0.634521746	0.6821297732	0.6226284124	0.5809590459	0.618357315	0.6102198572	0.4909468034	13	37
4108	0.4554405703	0.3651692295	0.3519974619	0.4964058558	0.4121989854	0.3846995595	0.3847992846	0.3962107172	0.451771213	13	39
4109	0.1883406215	0.1619507739	0.5857171441	0.6678747171	0.5701431367	0.5498169683	0.4659602577	0.4875245936	0.4027328696	13	38
4110	0.2990341454	0.2298342617	0.6345352205	0.4509456683	0.4133317691	0.4507700127	0.4807230057	0.4684078485	0.4910761723	13	40
4111	0.6670876285	0.6274015446	0.6176336891	0.7570112946	0.6884634777	0.6865499761	0.7152473513	0.7089057565	0.4989857125	12	37
4112	0.3290828255	0.3008634284	0.745015044	0.6133428887	0.5227080925	0.3928300825	0.3533708289	0.3401794262	0.2857228993	15	41
4113	0.4766071398	0.4951919079	0.5764048885	0.5968401404	0.5551597083	0.6204314985	0.5683266543	0.5867120543	0.5631410717	12	40
4114	0.4429968175	0.4490097047	0.5675106758	0.584038423	0.7506913242	0.5236932056	0.6872547186	0.6743776072	0.2622115164	13	39
4115	0.4930567557	0.513391835	0.5318385461	0.4378553632	0.4899812126	0.5290699697	0.5157478313	0.5109888067	0.4877243069	13	40
4116	0.4847684755	0.4725932546	0.8822718407	0.6150006527	0.5060248102	0.6589842274	0.4312068848	0.4629035047	0.4408334886	13	38
4117	0.5789885332	0.6522241666	0.5981045452	0.5728754567	0.7438170688	0.6316899961	0.6796789202	0.6680383201	0.531354044	12	42
4118	0.4687624116	0.4049733957	0.5480650537	0.5422617961	0.5418193584	0.4294184019	0.483377626	0.4985631115	0.4569934731	13	37
4119	0.1543836941	0.2058801811	0.6589978752	0.5189629037	0.6390134971	0.4545511839	0.4676888202	0.4693902818	0.4587584853	13	40
4120	0.2733725235	0.2208447166	0.3967865707	0.4727080798	0.6975509455	0.4182944231	0.335045124	0.3334490877	0.2985458334	12	39
4121	0.6821534651	0.5718012181	0.3615048685	0.562240401	0.3688160509	0.4618107947	0.2964783847	0.292582522	0.387516425	11	38
4122	0.5756500488	0.4978030133	0.4494432697	0.5565632255	0.3832886893	0.3003862901	0.4652356962	0.4698346258	0.4592546254	13	40
4123	0.5993317275	0.6023187478	0.2911053631	0.5976790824	0.5796171388	0.7935919102	0.7549429614	0.7497879777	0.4622159565	14	39
4124	0.6311487201	0.6064302161	0.5649231413	0.5622778152	0.7568716458	0.6361626127	0.7046860074	0.6913880865	0.5564567265	12	37
4125	0.4046009238	0.3066814008	0.7181859525	0.569175527	0.6639921572	0.4527311279	0.6223143794	0.6160421099	0.4416043634	15	40
4126	0.4342510223	0.4581083734	0.454292283	0.4938531545	0.355399206	0.674828106	0.6411974341	0.624552463	0.4970826649	13	39
4127	0.5465628929	0.444852051	0.7657629883	0.495908365	0.2934830603	0.4122794396	0.3240947315	0.3517264275	0.440127466	12	40
4128	0.5149914661	0.5623198083	0.7611840271	0.7702861971	0.7558944772	0.7328949026	0.6834816208	0.6891114994	0.388395155	13	41
4129	0.6503705657	0.647800279	0.3369337182	0.5977701178	0.4789703512	0.7242010791	0.5377082812	0.6007545193	0.2248273789	12	38
4130	0.6670092583	0.6755944308	0.7565246182	0.7087106817	0.5543379824	0.5536097523	0.5950750448	0.5884569674	0.3433788706	13	39
4131	0.6809708658	0.636872025	0.7492499945	0.5102156987	0.3046762162	0.3061205113	0.2007037863	0.2241334349	0.2534687114	12	40
4132	0.3098267471	0.3674397779	0.4070658585	0.5868790774	0.4579937666	0.4827122092	0.3498953916	0.3853084623	0.3399994696	13	43
4133	0.3546549022	0.4240749948	0.7343404106	0.9250457171	0.897821548	0.6575140939	0.6057262313	0.5886439045	0.4516950476	13	40
4134	0.5337880214	0.4884042667	0.3810808319	0.4704587257	0.4738690845	0.4172257093	0.6084044725	0.5989368098	0.4572301068	10	40
4135	0.5612474608	0.5105928383	0.4546351347	0.5666471081	0.6041611022	0.5102609104	0.5192596101	0.5492231352	0.4309334215	12	40
4136	0.415314031	0.4234519998	0.5842769052	0.6768752163	0.7062952791	0.5026297415	0.5208769541	0.5154017344	0.0733100221	12	43
4137	0.3986034639	0.3302124641	0.5381321429	0.7668700736	0.6643107578	0.5035256025	0.6687602367	0.6805881154	0.3224688384	13	42
4138	0.6769788519	0.5484914231	0.377958592	0.4086646383	0.4537928544	0.4245972832	0.2919082064	0.3074426388	0.2786025351	13	41
4139	0.2800101779	0.425049596	0.5559696576	0.5286494999	0.332529571	0.2815395952	0.3918191013	0.3923142327	0.3444249413	12	41
4140	0.5967332569	0.4573079149	0.5278476762	0.5740842089	0.6798137721	0.5321212711	0.4924052543	0.5060675364	0.3985623402	12	39
4141	0.6964661656	0.5712890912	0.4377501713	0.4019948502	0.6394345573	0.6569583304	0.6622101054	0.6816048023	0.3634276439	12	38
4142	0.3038253851	0.2388180152	0.5720017601	0.6106168376	0.7488700208	0.4518913699	0.3086984853	0.2977621292	0.4111958087	12	39
4143	0.5238382653	0.5564050655	0.4573841106	0.402691081	0.393651906	0.3472427978	0.4297593886	0.4650741711	0.4735028971	12	39
4144	0.5093895224	0.559317608	0.692523166	0.4029657364	0.4474517945	0.4497893888	0.4547327329	0.4674605062	0.420468891	11	39
4145	0.5422350241	0.513498522	0.6862679065	0.7128385104	0.699469749	0.5903389445	0.4737191096	0.4881440527	0.3238738355	12	40
4146	0.7539078257	0.6397914558	0.5012209692	0.3538374947	0.3425128649	0.6290736051	0.5903789616	0.5942662987	0.5477996351	13	40
4147	0.4913931018	0.3525538193	0.3545904672	0.64653677	0.6607175339	0.3958151247	0.468994753	0.4836441939	0.4603760106	13	41
4148	0.4179419653	0.4133892554	0.6421019468	0.3771147635	0.4173181151	0.4576381813	0.4819906807	0.5139676387	0.4744427883	12	41
4149	0.5263574896	0.6082739591	0.5297015246	0.4943829694	0.5862895745	0.5837057344	0.5275341656	0.5325357764	0.2688840703	12	40
4150	0.2379515005	0.3627860658	0.3459129416	0.5244227691	0.6902421925	0.5176895285	0.6915243977	0.67035617	0.6141748146	13	38
